College of Saint Benedict,45.560123,-94.3217652,,,,
College of the Atlantic,44.3950271,-68.2215194,,,,
College of the Holy Cross,42.2392391,-71.8079608,,,,
College of Wooster,40.811716,#ERROR!,,,,
Colorado College,#ERROR!,#ERROR!,,,,
Columbia University,#ERROR!,-73.9625727,,,,
Connecticut College,41.3797568,-72.1043429,,,,
Cooper Union for the Advancement of Science and Art,40.7280822,-73.9916086,,,,
Copenhagen School of Design and Technology,no data found,no data found,,,,
Cornell College,41.9262534,#ERROR!,,,,
Cornell University,#ERROR!,-76.4735027,,,,
Cornish College of Arts,#ERROR!,-122.3362411,,,,
Covenant College,#ERROR!,-85.3744531,,,,
Culver-Stockton College,#ERROR!,-91.5313274,,,,
Curtis Institute of Music,39.9488153,-75.1706467,,,,
Czech University of Life Sciences Prague,50.129994,14.373598,,,,
Danish Academy of Music,55.6823047,#ERROR!,,,,
Dankook University,37.3213399,#ERROR!,,,,
Dartmouth College,#ERROR!,-72.2886934,,,,
Davidson College,35.5015528,-80.8423248,,,,
Deep Springs College,37.373945,#ERROR!,,,,
Defiance College,41.2963026,-84.3598197,,,,
Denison University,40.0735236,-82.5227273,,,,
DePaul University,#ERROR!,-87.6541655,,,,
DePauw University,39.6394252,-86.8634933,,,,
DeSales University,40.5387807,#ERROR!,,,,
Dickinson College,40.2027462,#ERROR!,,,,
Dillard University,29.9971951,-90.0664957,,,,
Dominican University,41.902411,#ERROR!,,,,
Drew University,#ERROR!,#ERROR!,,,,
Drexel University,39.9566127,-75.1899441,,,,
Duke Kunshan University,31.415978,#ERROR!,,,,
Duke University,36.0014258,-78.9382286,,,,
Earlham College,#ERROR!,#ERROR!,,,,
East-West University,41.8712814,-87.6247428,,,,
Eastern University,#ERROR!,-75.3712811,,,,
Eindhoven University of Technology,51.4479973,5.4859005,,,,
Elizabethtown College,40.1493299,-76.5896835,,,,
Elmira College,42.0967817,-76.8153705,,,,
Elon University,36.1028244,-79.5023649,,,,
Emerson College,42.352123,-71.065877,,,,
Emory University,33.7973735,-84.3252791,,,,
ESADE Business School,#ERROR!,2.1148716,,,,
Estonian Academy of Music and Theatre,#ERROR!,24.7479385,,,,
Europe Atlantic University,43.4515609,-3.8756518,,,,
Ewha Womans University,37.5618588,126.9468339,,,,
Fairfield University,41.1598949,-73.2575513,,,,
Fisher College,42.3553507,#ERROR!,,,,
Fisk University,36.167332,-86.8035531,,,,
Five Towns College,#ERROR!,-73.368475,,,,
Florida International University,#ERROR!,-80.3755401,,,,
Florida Polytechnic University,28.1480016,-81.8483545,,,,
Florida State University,30.442087,#ERROR!,,,,
Fordham University,#ERROR!,-73.8852771,,,,
Franklin & Marshall College,40.0480017,#ERROR!,,,,
Funen Art Academy,55.3977287,10.3853678,,,,
Furman University,#ERROR!,#ERROR!,,,,
Gallaudet University,#ERROR!,#ERROR!,,,,
Gannon University,42.1275517,-80.0896332,,,,
Gardner-Webb University,#ERROR!,#ERROR!,,,,
Georgetown College,38.2070039,-84.5542847,,,,
Georgetown University,38.9076089,-77.0722585,,,,
Georgetown University in Qatar,25.318211,51.443331,,,,
Gettysburg College,39.8356744,#ERROR!,,,,
Gordon College,#ERROR!,#ERROR!,,,,
Goshen College,#ERROR!,-85.8280841,,,,
Goucher College,#ERROR!,-76.5926303,,,,
Greenville University,38.894586,-89.4084334,,,,
Grinnell College,41.749223,#ERROR!,,,,
Grove City College,41.1557924,-80.0815357,,,,
Guilford College,36.0941832,-79.8878346,,,,
Gustavus Adolphus College,#ERROR!,-93.9757881,,,,
Gyeongsang National University,#ERROR!,128.1010899,,,,
Hacettepe University,no data found,no data found,,,,
Hamilton College,#ERROR!,-75.4059719,,,,
Hamline University,44.9650421,#ERROR!,,,,
Hanken School of Economics,#ERROR!,24.9241528,,,,
Hanover College,38.7137524,-85.4602351,,,,
Hartwick College,42.4586674,-75.0718461,,,,
Harvard University,42.3744368,-71.1182488,,,,
Harvey Mudd College,#ERROR!,#ERROR!,,,,
Haverford College,#ERROR!,-75.3047747,,,,
Hawaii Pacific University,21.3072314,-157.8619256,,,,
Henderson State University,34.1299174,-93.0602573,,,,
Hendrix College,35.1017695,-92.44072,,,,
High Point University,#ERROR!,#ERROR!,,,,
Hilbert College,42.7536002,-78.8214343,,,,
Hillsdale College,#ERROR!,-84.6306714,,,,
Hobart and William Smith Colleges,42.8581453,-76.9866497,,,,
Hohai University,32.054204,118.756843,,,,
Hollins University,#ERROR!,#ERROR!,,,,
Hong Kong Baptist University,22.3408088,114.1798757,,,,
Harvey Mudd College,34.1060906,#ERROR!,,,,
Haverford College,40.0089613,-75.3047747,,,,
Hawaii Pacific University,21.3072314,#ERROR!,,,,
Henderson State University,34.1299174,-93.0602573,,,,
Hendrix College,#ERROR!,-92.44072,,,,
High Point University,35.972171,#ERROR!,,,,
Hilbert College,42.7536002,-78.8214343,,,,
Hillsdale College,41.9325757,-84.6306714,,,,
Hobart and William Smith Colleges,42.8581453,#ERROR!,,,,
Hohai University,32.054204,118.756843,,,,
Hollins University,37.3566761,#ERROR!,,,,
Hong Kong Baptist University,22.3408088,114.1798757,,,,
Hongik University,37.5507563,126.9254901,,,,
Hood College,39.4227353,-77.4186862,,,,
Houston Christian University,29.6946466,#ERROR!,,,,
Howard University,38.9226843,-77.0194377,,,,
Huntingdon College,32.3505627,#ERROR!,,,,
Husson University,44.8277943,-68.7936927,,,,
Idaho State University,#ERROR!,-112.429762,,,,
IE University,40.9528852,-4.1188364,,,,
IED Barcelona,#ERROR!,#ERROR!,,,,
IIT Delhi - Abu Dhabi,24.395148,54.58733,,,,
Illinois Institute of Technology,41.83671,-87.6259602,,,,
Illinois Wesleyan University,40.4908891,-88.9906541,,,,
Immaculate University,40.0279019,-75.5684709,,,,
Indiana Tech / Indiana Institute of Technology,#ERROR!,-85.116851,,,,
Indiana University Bloomington,39.1682449,#ERROR!,,,,
Inha University,#ERROR!,126.653488,,,,
Istanbul Technical University,41.1055941,29.0253401,,,,
Ithaca College,42.4199229,-76.4969344,,,,
Jacksonville University,30.3529114,-81.606213,,,,
James Madison University,#ERROR!,#ERROR!,,,,
Jilin University,#ERROR!,125.2850161,,,,
John Brown University,36.1905331,-94.5592287,,,,
John Carrol University,41.4905602,-81.5297689,,,,
Johns Hopkins University,39.3299013,#ERROR!,,,,
Juniata College,40.5001397,-78.0158978,,,,
KAIST,36.3721427,127.36039,,,,
Kalamazoo College,42.290035,-85.598145,,,,
Kangwon National University,#ERROR!,127.7450121,,,,
Karlstad University,59.406399,13.582588,,,,
Kaunas University of Technology,54.8988968,23.9126701,,,,
Kentucky Wesleyan College,37.7435478,-87.1201839,,,,
Kenyon College,40.376152,-82.3957933,,,,
Kettering College,39.6948328,-84.1918754,,,,
Keuka College,42.6151505,#ERROR!,,,,
KIIT University,20.3555466,85.8161009,,,,
Kingswood University,45.7253457,-65.5241249,,,,
Knox College,40.9416992,-90.3721309,,,,
Koc University,41.20543,29.0724115,,,,
Kutztown University of Pennsylvania,#ERROR!,-75.7822057,,,,
Kuwantlen Polytechnic University,49.1324803,-122.8708528,,,,
Kyung Hee University,#ERROR!,127.0518435,,,,
La Roche University,40.5684406,#ERROR!,,,,
Lafayette University,#ERROR!,-75.2101079,,,,
Lake Forest College,42.2503397,-87.8286109,,,,
Lake Superior State University,#ERROR!,#ERROR!,,,,
Lamar University,30.0415251,-94.0754905,,,,
Landolph-Macon College,37.7631796,#ERROR!,,,,
Lawrence University,44.2610186,#ERROR!,,,,
Le Moyne College,43.0476721,-76.0901685,,,,
Lee University,35.1657076,-84.869763,,,,
Lehigh University,40.6054003,-75.3771764,,,,
Lenoir-Rhyne University,35.7414291,#ERROR!,,,,
Levanon Valley College,#ERROR!,-76.5157582,,,,
Lewis & Clark College,45.450223,-122.670186,,,,
Lewis University,41.6048101,-88.0796259,,,,
Liberty University,37.3520604,#ERROR!,,,,
Lindenwood University,38.7857311,#ERROR!,,,,
Lindsey Wilson College,37.102876,-85.3007449,,,,
Linfield University,45.1976558,-123.199904,,,,
Lipscomb University,36.1046846,#ERROR!,,,,
Loras College,42.502908,#ERROR!,,,,
Louisiana State University Baton Rouge,30.4102406,-91.1857059,,,,
Louisiana Tech University,32.5299582,#ERROR!,,,,
Loyola Marymount University,33.9691953,-118.4188984,,,,
Loyola University Chicago,#ERROR!,-87.6569374,,,,
Loyola University Maryland,39.3484521,-76.6164636,,,,
Lund University,#ERROR!,#ERROR!,,,,
Luther College,43.3147914,-91.8052049,,,,
Lycoming College,#ERROR!,-76.9982694,,,,
Macalester College,44.9379079,#ERROR!,,,,
Madonna University,#ERROR!,-83.4062995,,,,
MAHSA University,2.9594558,101.5764508,,,,
Malardalen University,59.6185782,16.5407143,,,,
Malmo University,#ERROR!,#ERROR!,,,,
Malone University,40.8273693,#ERROR!,,,,
Manhattan School of Music,40.8127119,-73.9616041,,,,
Manhattanville College,41.0320144,#ERROR!,,,,
Marietta College,39.4167881,-81.4492565,,,,
Marist College,41.7231052,-73.9344876,,,,
Mars Hill University,#ERROR!,#ERROR!,,,,
Mary Baldwin University,38.1544264,-79.0694338,,,,
Maryland Insitute College of Art,39.0457549,-76.6412712,,,,
Marymount University,38.9051975,#ERROR!,,,,
Maryville College,35.7514688,#ERROR!,,,,
Maryville University of Saint Louis,#ERROR!,-90.5036535,,,,
Marywood University,#ERROR!,#ERROR!,,,,
Massachusetts Institute of Technology,42.360091,-71.09416,,,,
Masstricht University,50.8469602,5.6879801,,,,
McMaster University,no data found,no data found,,,,
McPherson College,#ERROR!,#ERROR!,,,,
Mender University Brno,49.1950602,16.6068371,,,,
Mercer University,#ERROR!,-83.6496991,,,,
Mercy University,#ERROR!,-73.8734969,,,,
Mercyhurst University,42.1034771,-80.0531764,,,,
Meredith College,35.798208,-78.6886419,,,,
Methodist University,35.1296003,-78.8671408,,,,
Miami University,39.5087485,-84.7344915,,,,
Michigan State University,42.7250725,#ERROR!,,,,
Michigan Technological University,#ERROR!,-88.5460115,,,,
Middle East University,31.8093048,35.9197938,,,,
Middlebury College,44.0081076,-73.1760412,,,,
Midland University,41.4373714,-96.4900283,,,,
Midway University,38.1445736,-84.6772838,,,,
Midwestern State University,33.8713843,#ERROR!,,,,
Millikin University,39.8430777,-88.974894,,,,
Millsaps College,32.3223479,#ERROR!,,,,
Milwaukee Institute of Art and Design,#ERROR!,#ERROR!,,,,
Minerva University,#ERROR!,-122.4081769,,,,
Minneapolis College of Art and Design,#ERROR!,#ERROR!,,,,
Misericordia University,41.3457285,-75.9709226,,,,
Mississippi College,#ERROR!,-90.3305927,,,,
Mississippi University for Women,33.4912194,-88.4185425,,,,
Mississippi Valley State University,#ERROR!,-90.3416715,,,,
Molloy University,#ERROR!,-73.6270362,,,,
Monmouse College,#ERROR!,#ERROR!,,,,
Montana State University,45.6673524,-111.0546211,,,,
Montana Technological University,46.0116094,-112.5574647,,,,
Montreat College,35.6464927,-82.2975138,,,,
Montreat College of Art,35.6467198,-82.2999232,,,,
Moravian University,#ERROR!,-75.3809334,,,,
Morehead State University,38.18943,#ERROR!,,,,
Mornigside University,42.4731744,-96.3584236,,,,
Mount Holyoke College,#ERROR!,-72.5728843,,,,
Mount Marty University,42.8734737,-97.4101851,,,,
Mount Saint Mary College,41.511404,-74.0131367,,,,
Mount Saint Mary's University,39.6799914,#ERROR!,,,,
Mount St. Joseph University,#ERROR!,#ERROR!,,,,
Muhlenberg College,40.5981933,-75.5081076,,,,
Muskingum University,#ERROR!,-81.7378959,,,,
Myongji University,37.5802219,126.9226047,,,,
Nanyang Technological University,1.3483099,103.6831347,,,,
National Central University,24.9681558,121.1952988,,,,
National Cheng Kung University,22.998955,#ERROR!,,,,
National Chengchi University,#ERROR!,121.5774304,,,,
National Chung Hsing University,24.123552,#ERROR!,,,,
National Dong Hwa University,23.8927746,#ERROR!,,,,
National Taiwan Normal University,25.0260878,121.5275484,,,,
National Taiwan University,#ERROR!,121.5397518,,,,
National Tsing Hua University,#ERROR!,120.9966699,,,,
National University of Singapore,#ERROR!,103.7766916,,,,
National Yulin University of Science and Technology,#ERROR!,120.5340648,,,,
New Saint Andrews College,46.731424,-117.001665,,,,
New York Institute of Technology,no data found,#ERROR!,,,,
New York School of Interior Design,40.7429553,#ERROR!,,,,
New York University,40.7295134,-73.9964609,,,,
New York University Abu Dhabi,24.5238948,54.4345558,,,,
New York University Shanghai,#ERROR!,#ERROR!,,,,
Niagara University,#ERROR!,#ERROR!,,,,
Northern Illinois University,41.934194,-88.7738783,,,,
Northern Kentucky University,39.0312035,-84.4625345,,,,
Northern State University,45.4510068,-98.4829326,,,,
Northland College,46.580688,#ERROR!,,,,
Northwest Nazarene University,43.5614966,-116.5656946,,,,
Northwest University,47.657668,-122.1923389,,,,
Northwestern College,42.9979634,#ERROR!,,,,
Northwestern University,42.0564594,-87.675267,,,,
Northwestern University in Qatar,25.3188448,51.4452271,,,,
Nothwest College of Art & Design,47.2524766,#ERROR!,,,,
Oberlin College,41.2958696,-82.221089,,,,
Occidental College,34.12736,-118.2104777,,,,
Oglethorpe University,33.8767539,-84.3347863,,,,
Ohio University,#ERROR!,-82.1013889,,,,
Ohio Wesleyan University,#ERROR!,#ERROR!,,,,
Oklahoma State University Institute of Technology,#ERROR!,-95.9390561,,,,
Old Dominion University,#ERROR!,#ERROR!,,,,
Olin Collegeof Engineering,42.2930114,#ERROR!,,,,
Ontalio Tech University,43.9456428,-78.8967866,,,,
Otis College of Art and Design,33.9566849,-118.4171575,,,,
Otterbein University,40.1268746,#ERROR!,,,,
Pace University,40.7112562,-74.0051758,,,,
Pacific Luthern University,47.1451931,#ERROR!,,,,
Pacific Union College,38.5698777,-122.4394834,,,,
Pacific University,#ERROR!,-123.1103252,,,,
Parsons School of Design at The New School,40.7351297,#ERROR!,,,,
Pennsylvania College of Art & Design,40.0412467,-76.3087796,,,,
Pfeiffer University,#ERROR!,#ERROR!,,,,
Piedmont University,34.5665363,#ERROR!,,,,
Pittsburg State University,#ERROR!,#ERROR!,,,,
Pitzer College,#ERROR!,-117.7050738,,,,
Point Park University,40.4384916,-80.0017987,,,,
Pomona College,#ERROR!,#ERROR!,,,,
Pratt Institute,40.6913844,-73.9629858,,,,
Presbyterian College,34.4659693,-81.8784388,,,,
President University,-6.2850003,107.1705463,,,,
Princeton University,#ERROR!,-74.6550739,,,,
Principia College,38.9536001,#ERROR!,,,,
Providence College,41.8440047,-71.4347475,,,,
Purdue University,40.4237054,#ERROR!,,,,
Pusan National University,35.2339681,129.0806855,,,,
Qatar University,#ERROR!,51.4887307,,,,
Queens University of Charlotte,35.188626,-80.8329724,,,,
Quincy University,39.9405844,#ERROR!,,,,
Randolph College,37.4371805,#ERROR!,,,,
RCSI & UCD Malaysia / Royal College of Surgeon in Ireland & University College Dublin in Malaysia,53.3498053,#ERROR!,,,,
Reed College,45.4810848,-122.6308086,,,,
Regent University,36.8007899,#ERROR!,,,,
Regis University,39.7896087,-105.0302396,,,,
Reinhardt University,34.3205083,-84.5509513,,,,
Rhode Island School of Design,41.8270818,-71.4092975,,,,
Rhodes College,#ERROR!,#ERROR!,,,,
Rice University,#ERROR!,-95.4035531,,,,
Ringling College of Art and Design,27.3603682,-82.548481,,,,
Ripon College,43.8440322,#ERROR!,,,,
Roberts Wesleyan University,43.1257047,-77.7985,,,,
Rochester Christian University,42.666251,#ERROR!,,,,
Rochester Institute of Technology,#ERROR!,#ERROR!,,,,
Rochkurst University,39.0303478,-94.5710674,,,,
Roger Williams University,41.6508516,-71.2592083,,,,
Rollins College,28.5927153,#ERROR!,,,,
Rose Hulman Institute of Technology,#ERROR!,-87.3241359,,,,
Rosemount College,40.033726,-75.3272014,,,,
Royal College of Art,51.5011441,#ERROR!,,,,
Royal College of Music,#ERROR!,-0.1770874,,,,
Sabanci University,#ERROR!,#ERROR!,,,,
Saginaw Valley State University,43.5142733,#ERROR!,,,,
Saint Anselm College,42.9846853,#ERROR!,,,,
Saint Elizabeth University,40.7811527,#ERROR!,,,,
Saint Francis University,40.5037488,-78.6388875,,,,
Saint John's University,40.7201737,#ERROR!,,,,
Saint Joseph's University,39.9951217,#ERROR!,,,,
Saint Martin's University,47.0407318,-122.8154094,,,,
Saint Mary's College,41.7073021,#ERROR!,,,,
Saint Vincent College,#ERROR!,-79.3998642,,,,
Salem College,36.0875173,-80.2412072,,,,
Salve Regina University,#ERROR!,-71.3018716,,,,
San Francisco Conservatory of Music,37.7754994,#ERROR!,,,,
Santa Clara University,37.3489255,-121.9367804,,,,
Sarah Lawrence College,40.93459,-73.8455821,,,,
School of the Art Institute of Chicago,#ERROR!,#ERROR!,,,,
Scripps College,#ERROR!,-117.7101745,,,,
Sebbelas Marest University,-7.5596274,#ERROR!,,,,
Seton Hall University,40.7430841,-74.246082,,,,
Seton Hill University,40.3089241,-79.555889,,,,
Shawnee State University,38.7313546,#ERROR!,,,,
Shih Hsin University,24.988664,#ERROR!,,,,
Shorter University,34.2574504,#ERROR!,,,,
Siena College,42.718448,-73.7534094,,,,
Siena Heights University,#ERROR!,-84.0162617,,,,
Simmons University,#ERROR!,#ERROR!,,,,
Singapore Institute of Technology,1.30042,#ERROR!,,,,
Singapore University of Social Sciences,#ERROR!,103.7761967,,,,
Singapore University of Technology and Design,#ERROR!,#ERROR!,,,,
Skidmore College,43.0959241,-73.7852385,,,,
Smith College,#ERROR!,-72.6403095,,,,
Sodertorn University,59.2193685,17.9434032,,,,
Sogang University,37.5509442,126.9410023,,,,
South East Technological University,no data found,#ERROR!,,,,
Southern California Institute of Architecture,34.0436973,-118.2328262,,,,
Southern Louisiana University,30.5178932,-90.4710715,,,,
Southern Methodist University,32.8412178,-96.7845175,,,,
Southern Nazarene University,35.5135594,#ERROR!,,,,
Southern New Hampshire University,43.0382166,-71.4493554,,,,
Southern Oklahoma State University,34.0056034,#ERROR!,,,,
Southern Wesleyan University,34.7279866,-82.7651378,,,,
Southwestern University,30.6369218,#ERROR!,,,,
Spelman College,33.7451954,-84.4114376,,,,
Spring Hill College,#ERROR!,-88.1373223,,,,
Springfield College,42.1034769,-72.5557675,,,,
St. Andrews University,56.3417136,-2.7942674,,,,
St. Edward's University,30.2290216,-97.7526464,,,,
St. Francis College,40.6901136,#ERROR!,,,,
"St. John's College, Annapolis",#ERROR!,-76.491536,,,,
"St. John's College, Santa Fe",#ERROR!,-105.912226,,,,
St. Lawrence University,44.5892119,-75.1608814,,,,
St. Mary's University,#ERROR!,#ERROR!,,,,
St. Norbert College,#ERROR!,-88.069485,,,,
St. Olaf College,44.4621319,#ERROR!,,,,
St. Thomas Aquinas College,#ERROR!,#ERROR!,,,,
Stanford University,37.42766,-122.17006,,,,
Stephens College,38.9515442,-92.3220946,,,,
Stevens Institute of Technology,#ERROR!,#ERROR!,,,,
Stockholm University of the Arts,59.3394614,#ERROR!,,,,
Stonehill College,42.0581053,#ERROR!,,,,
Suffolk University,42.3578508,-71.0611037,,,,
Sungkyunkwan University,37.588227,#ERROR!,,,,
Sunway University,#ERROR!,#ERROR!,,,,
Susquehanna University,40.7970002,-76.8775569,,,,
Swarthmore College,39.903833,-75.3526567,,,,
Swedish University of Agricultural Sciences,59.814971,17.6628718,,,,
Sweet Briar College,#ERROR!,-79.0828644,,,,
Syracuse University,43.0386502,-76.1336922,,,,
Tabor College,38.3487594,-97.2001241,,,,
Taejae University,37.5835904,#ERROR!,,,,
Tampere University,61.4943582,23.7804048,,,,
Temple University,#ERROR!,-75.1553563,,,,
Temple University Japan,35.6424088,139.6738127,,,,
Texas A&m International University,27.5718315,#ERROR!,,,,
Texas A&M University,30.6186625,-96.3364251,,,,
Texas Christian University,32.7078531,-97.3628041,,,,
The College of Saint Rose,42.6643076,-73.7866747,,,,
The Education University of Hong Kong,#ERROR!,#ERROR!,,,,
The George Washington University,38.8997145,-77.0485992,,,,
The Hong Kong Polytechnic University,22.3045633,114.1795767,,,,
The Hong Kong University of Science and Technology,22.3374847,114.2633989,,,,
The Juilliard School,#ERROR!,#ERROR!,,,,
The Royal Academy of Music,51.523405,#ERROR!,,,,
The University of Alabama,33.2114385,#ERROR!,,,,
The University of Economics Prague,50.0842386,14.4411405,,,,
The University of North Carolina at Chalotte,35.7595731,-79.0192997,,,,
The University of North Carolina at Chapel Hill,35.9049122,#ERROR!,,,,
The University of Olivet,42.4402454,-84.9236035,,,,
The University of Ostrava,#ERROR!,18.2904968,,,,
The University of the South,35.2050343,#ERROR!,,,,
The University of Tulsa,#ERROR!,-95.9460753,,,,
Thiel College,#ERROR!,#ERROR!,,,,
Thomas Aquinas College - California,#ERROR!,-119.0886666,,,,
Thomas Aquinas College - New England,42.7129215,#ERROR!,,,,
Thomas College,#ERROR!,-69.6631426,,,,
Thomas More University,39.0214548,#ERROR!,,,,
Ton Duc Thang University,10.7319314,#ERROR!,,,,
Towson University,39.3919027,#ERROR!,,,,
Trevcecca Nazarene University,36.1425256,-86.7532686,,,,
Trine University,41.63133,-85.0134723,,,,
Trinity College,#ERROR!,#ERROR!,,,,
Trinity College Dublin,53.3437935,-6.2545716,,,,
Trinity University,29.4618769,-98.4833382,,,,
Tufts University,42.4085371,-71.1182729,,,,
Tulane University,29.9407282,-90.1203167,,,,
Tusculum University,36.1724335,#ERROR!,,,,
UBI Business School,50.8400202,4.3602987,,,,
Umea University,#ERROR!,20.3054461,,,,
Union College - New York,42.8179321,#ERROR!,,,,
UNIST Ulsan National Institute of Technology,35.5376797,#ERROR!,,,,
United Arab Emirate University,23.424076,53.847818,,,,
Universitat Tubingen,#ERROR!,9.0572876,,,,
University College London / UCL,51.5245592,-0.1340401,,,,
University of Alberta,53.5232189,#ERROR!,,,,
University of Amsterdam,#ERROR!,4.9557263,,,,
University of Arkansas,36.0686895,-94.1748471,,,,
University of Calgary,#ERROR!,-114.134666,,,,
"University of California, Berkeley",37.8712141,-122.255463,,,,
University of Camerino,43.1465731,#ERROR!,,,,
University of Campania Luigi Vanvitelli,#ERROR!,14.33055,,,,
University of Central Arkansas,#ERROR!,#ERROR!,,,,
University of Central Missouri,38.7565603,-93.7405067,,,,
University of Central Oklahoma,35.657506,#ERROR!,,,,
University of Chicago,41.7904484,#ERROR!,,,,
University of Cincinnati,#ERROR!,#ERROR!,,,,
University of Connecticut,41.8135415,#ERROR!,,,,
University of Copenhagen,55.6802303,12.5724096,,,,
University of Debrecen,47.5536257,21.6215102,,,,
University of Dubai,#ERROR!,#ERROR!,,,,
University of Eastern Finland,62.8909195,27.6335958,,,,
University of Europe for Applied Sciences,no data found,no data found,,,,
University of Genoa,44.4071448,8.9347381,,,,
University of Gothenburg,57.6983855,#ERROR!,,,,
University of Hartford,#ERROR!,-72.7138039,,,,
University of Health Sciences and Pharmacyin St. Louis,38.627428,-90.1982439,,,,
University of Houston,29.7204627,#ERROR!,,,,
University of Illinois Springfield,#ERROR!,-89.6176711,,,,
University of Indianapolis,39.7095769,#ERROR!,,,,
University of International Studies of Rome,41.8601692,12.4963423,,,,
University of Kentucky,38.0306511,-84.5039697,,,,
University of Lapland,#ERROR!,25.7150496,,,,
University of Maryland College Park,38.9869183,#ERROR!,,,,
University of Massachusetts Dartmouth,41.6269122,-71.0054336,,,,
University of Miami,#ERROR!,#ERROR!,,,,
University of Michigan-Flint,43.0194791,-83.6894611,,,,
University of Millan,45.460342,9.1941298,,,,
University of Minnesota Twins Cities,44.9753541,-93.2330739,,,,
University of Missippi,34.3662492,-89.5379687,,,,
University of Missouri,38.9403808,#ERROR!,,,,
University of Modern and Reggio Emillia,44.6451145,#ERROR!,,,,
University of Montevallo,33.1061608,-86.865545,,,,
University of Mount Saint Vincent,#ERROR!,#ERROR!,,,,
University of Nebraska at Kearney,40.7011879,-99.1014292,,,,
University of Nebraska at Lincoln,#ERROR!,-96.7004763,,,,
University of New Mexico,35.0907712,#ERROR!,,,,
University of Notre Dame,41.7051917,-86.2351655,,,,
University of Oregon,#ERROR!,-123.0726055,,,,
University of Oulu,65.0593177,25.4662935,,,,
University of Padua,45.4067393,#ERROR!,,,,
University of Palermo,#ERROR!,13.3700307,,,,
